id,name,structure-id,structure-abbrev,structure-name,structure-color,strain,transgenic-line,gender,injection-coordinates,injection-volume,injection-structures,r,num-voxels,selected,experiment_page_url
287247978,Adcyap1-2A-Cre-D-166,795,PAG,Periaqueductal gray,FF90FF,B6.129,Adcyap1-2A-Cre,F,"[9430, 3530, 5530]",0.553822,"[{""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>872, ""name""=>""Dorsal nucleus raphe"", ""abbreviation""=>""DR"", ""color""=>""FFA6FF""}]",0.6525,21010,false,http://connectivity.brain-map.org/projection/experiment/287247978
113400134,378-1116,214,RN,Red nucleus,FF90FF,C57BL/6J,"",M,"[8210, 4470, 5560]",0.814559,"[{""id""=>67, ""name""=>""Interstitial nucleus of Cajal"", ""abbreviation""=>""INC"", ""color""=>""FF90FF""}, {""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>214, ""name""=>""Red nucleus"", ""abbreviation""=>""RN"", ""color""=>""FF90FF""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}]",0.6350,21010,false,http://connectivity.brain-map.org/projection/experiment/113400134
305379705,Slc32a1-IRES-Cre-123530,797,ZI,Zona incerta,F2483B,B6.129,Slc32a1-IRES-Cre,M,"[7100, 5620, 6410]",0.420473,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>364, ""name""=>""Parasubthalamic nucleus"", ""abbreviation""=>""PSTN"", ""color""=>""F2483B""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.6289,20629,false,http://connectivity.brain-map.org/projection/experiment/305379705
171066613,Slc32a1-IRES-Cre-2856,797,ZI,Zona incerta,F2483B,B6.129,Slc32a1-IRES-Cre,M,"[7040, 5470, 6180]",0.360286,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>382, ""name""=>""Field CA1"", ""abbreviation""=>""CA1"", ""color""=>""7ED04B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",0.6274,21010,false,http://connectivity.brain-map.org/projection/experiment/171066613
283019341,A930038C07Rik-Tg1-Cre-3923,731,ORBm,"Orbital area, medial part",248A5E,B6.Cg,A930038C07Rik-Tg1-Cre,M,"[2680, 3050, 5630]",0.470199,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>731, ""name""=>""Orbital area, medial part"", ""abbreviation""=>""ORBm"", ""color""=>""248A5E""}, {""id""=>972, ""name""=>""Prelimbic area"", ""abbreviation""=>""PL"", ""color""=>""2FA850""}]",0.6150,21010,false,http://connectivity.brain-map.org/projection/experiment/283019341
263106036,Rbp4-Cre_KL100-222,972,PL,Prelimbic area,2FA850,unknown,Rbp4-Cre_KL100,M,"[2640, 3450, 5720]",0.398829,"[{""id""=>39, ""name""=>""Anterior cingulate area, dorsal part"", ""abbreviation""=>""ACAd"", ""color""=>""40A666""}, {""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>731, ""name""=>""Orbital area, medial part"", ""abbreviation""=>""ORBm"", ""color""=>""248A5E""}, {""id""=>972, ""name""=>""Prelimbic area"", ""abbreviation""=>""PL"", ""color""=>""2FA850""}]",0.6124,21010,false,http://connectivity.brain-map.org/projection/experiment/263106036
268204599,Ppp1r17-Cre_NL146-3900,946,PH,Posterior hypothalamic nucleus,FF4C3E,FVB/N-Crl:CD1(ICR),Ppp1r17-Cre_NL146,M,"[7730, 5130, 5490]",0.363578,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>414, ""name""=>""Subparafascicular nucleus, magnocellular part"", ""abbreviation""=>""SPFm"", ""color""=>""FF8084""}, {""id""=>599, ""name""=>""Central medial nucleus of the thalamus"", ""abbreviation""=>""CM"", ""color""=>""FF909F""}, {""id""=>609, ""name""=>""Subparafascicular area"", ""abbreviation""=>""SPA"", ""color""=>""FF8084""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>946, ""name""=>""Posterior hypothalamic nucleus"", ""abbreviation""=>""PH"", ""color""=>""FF4C3E""}]",0.6077,20499,false,http://connectivity.brain-map.org/projection/experiment/268204599
170860092,Sim1-Cre-Homo-277,194,LHA,Lateral hypothalamic area,F2483B,B6.FVB,Sim1-Cre,F,"[6400, 5630, 6070]",0.396858,"[{""id""=>38, ""name""=>""Paraventricular hypothalamic nucleus"", ""abbreviation""=>""PVH"", ""color""=>""FF5D50""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.6071,21010,false,http://connectivity.brain-map.org/projection/experiment/170860092
182041643,Cart-Tg1-Cre-4453,403,MEA,Medial amygdalar nucleus,80C0E2,B6.Cg,Cart-Tg1-Cre,F,"[6140, 6450, 7070]",0.921486,"[{""id""=>23, ""name""=>""Anterior amygdalar area"", ""abbreviation""=>""AAA"", ""color""=>""80C0E2""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>292, ""name""=>""Bed nucleus of the accessory olfactory tract"", ""abbreviation""=>""BA"", ""color""=>""80C0E2""}, {""id""=>327, ""name""=>""Basomedial amygdalar nucleus, anterior part"", ""abbreviation""=>""BMAa"", ""color""=>""84EA81""}, {""id""=>342, ""name""=>""Substantia innominata"", ""abbreviation""=>""SI"", ""color""=>""A2B1D8""}, {""id""=>390, ""name""=>""Supraoptic nucleus"", ""abbreviation""=>""SO"", ""color""=>""FF5D50""}, {""id""=>403, ""name""=>""Medial amygdalar nucleus"", ""abbreviation""=>""MEA"", ""color""=>""80C0E2""}, {""id""=>544, ""name""=>""Central amygdalar nucleus, capsular part"", ""abbreviation""=>""CEAc"", ""color""=>""80C0E2""}, {""id""=>1022, ""name""=>""Globus pallidus, external segment"", ""abbreviation""=>""GPe"", ""color""=>""8599CC""}, {""id""=>1031, ""name""=>""Globus pallidus, internal segment"", ""abbreviation""=>""GPi"", ""color""=>""8599CC""}]",0.5991,20332,false,http://connectivity.brain-map.org/projection/experiment/182041643
298048079,Hcrt-Cre-127227,194,LHA,Lateral hypothalamic area,F2483B,B6.Cg,Hcrt-Cre,F,"[6650, 5910, 6490]",0.189436,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>262, ""name""=>""Reticular nucleus of the thalamus"", ""abbreviation""=>""RT"", ""color""=>""FF909F""}, {""id""=>356, ""name""=>""Preparasubthalamic nucleus"", ""abbreviation""=>""PST"", ""color""=>""F2483B""}, {""id""=>629, ""name""=>""Ventral anterior-lateral complex of the thalamus"", ""abbreviation""=>""VAL"", ""color""=>""FF8084""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.5970,19595,false,http://connectivity.brain-map.org/projection/experiment/298048079
114046440,378-1157,194,LHA,Lateral hypothalamic area,F2483B,C57BL/6J,"",M,"[6570, 5500, 6300]",0.772845,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>356, ""name""=>""Preparasubthalamic nucleus"", ""abbreviation""=>""PST"", ""color""=>""F2483B""}, {""id""=>629, ""name""=>""Ventral anterior-lateral complex of the thalamus"", ""abbreviation""=>""VAL"", ""color""=>""FF8084""}, {""id""=>685, ""name""=>""Ventral medial nucleus of the thalamus"", ""abbreviation""=>""VM"", ""color""=>""FF8084""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>985, ""name""=>""Primary motor area"", ""abbreviation""=>""MOp"", ""color""=>""1F9D5A""}]",0.5961,20273,false,http://connectivity.brain-map.org/projection/experiment/114046440
158435826,378-1642,898,PCG,Pontine central gray,FFBA86,C57BL/6J,"",M,"[10490, 4810, 5960]",0.510864,"[{""id""=>147, ""name""=>""Locus ceruleus"", ""abbreviation""=>""LC"", ""color""=>""FFC395""}, {""id""=>162, ""name""=>""Laterodorsal tegmental nucleus"", ""abbreviation""=>""LDT"", ""color""=>""FFC395""}, {""id""=>202, ""name""=>""Medial vestibular nucleus"", ""abbreviation""=>""MV"", ""color""=>""FFB3D9""}, {""id""=>209, ""name""=>""Lateral vestibular nucleus"", ""abbreviation""=>""LAV"", ""color""=>""FFB3D9""}, {""id""=>280, ""name""=>""Barrington's nucleus"", ""abbreviation""=>""B"", ""color""=>""FFBA86""}, {""id""=>350, ""name""=>""Subceruleus nucleus"", ""abbreviation""=>""SLC"", ""color""=>""FFC395""}, {""id""=>358, ""name""=>""Sublaterodorsal nucleus"", ""abbreviation""=>""SLD"", ""color""=>""FFC395""}, {""id""=>460, ""name""=>""Midbrain trigeminal nucleus"", ""abbreviation""=>""MEV"", ""color""=>""FF7AFF""}, {""id""=>604, ""name""=>""Nucleus incertus"", ""abbreviation""=>""NI"", ""color""=>""FFC395""}, {""id""=>898, ""name""=>""Pontine central gray"", ""abbreviation""=>""PCG"", ""color""=>""FFBA86""}, {""id""=>1093, ""name""=>""Pontine reticular nucleus, caudal part"", ""abbreviation""=>""PRNc"", ""color""=>""FFBA86""}]",0.5960,21010,false,http://connectivity.brain-map.org/projection/experiment/158435826
156315468,Gad2-IRES-Cre-1079,797,ZI,Zona incerta,F2483B,B6.Cg,Gad2-IRES-Cre,F,"[6820, 5520, 6360]",0.155611,"[{""id""=>796, ""name""=>""Dopaminergic A13 group"", ""abbreviation""=>""A13"", ""color""=>""F2483B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.5819,21010,false,http://connectivity.brain-map.org/projection/experiment/156315468
286313491,Rbp4-Cre_KL100-295,44,ILA,Infralimbic area,59B363,B6.Cg,Rbp4-Cre_KL100,F,"[3660, 3380, 5670]",0.202071,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>597, ""name""=>""Taenia tecta, dorsal part"", ""abbreviation""=>""TTd"", ""color""=>""62D09F""}, {""id""=>814, ""name""=>""Dorsal peduncular area"", ""abbreviation""=>""DP"", ""color""=>""A4DAA4""}]",0.5729,21010,false,http://connectivity.brain-map.org/projection/experiment/286313491
168615344,Drd1a-Cre-4929,56,ACB,Nucleus accumbens,80CDF8,B6.Cg,Drd1a-Cre,M,"[4120, 5280, 6180]",0.776542,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>56, ""name""=>""Nucleus accumbens"", ""abbreviation""=>""ACB"", ""color""=>""80CDF8""}, {""id""=>258, ""name""=>""Lateral septal nucleus, rostral (rostroventral) part"", ""abbreviation""=>""LSr"", ""color""=>""90CBED""}, {""id""=>597, ""name""=>""Taenia tecta, dorsal part"", ""abbreviation""=>""TTd"", ""color""=>""62D09F""}, {""id""=>672, ""name""=>""Caudoputamen"", ""abbreviation""=>""CP"", ""color""=>""98D6F9""}, {""id""=>814, ""name""=>""Dorsal peduncular area"", ""abbreviation""=>""DP"", ""color""=>""A4DAA4""}]",0.5627,21010,false,http://connectivity.brain-map.org/projection/experiment/168615344
272829745,378-1872,795,PAG,Periaqueductal gray,FF90FF,C57BL/6J,"",M,"[8440, 4950, 5690]",0.454161,"[{""id""=>12, ""name""=>""Interfascicular nucleus raphe"", ""abbreviation""=>""IF"", ""color""=>""FFA6FF""}, {""id""=>67, ""name""=>""Interstitial nucleus of Cajal"", ""abbreviation""=>""INC"", ""color""=>""FF90FF""}, {""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>197, ""name""=>""Rostral linear nucleus raphe"", ""abbreviation""=>""RL"", ""color""=>""FFA6FF""}, {""id""=>214, ""name""=>""Red nucleus"", ""abbreviation""=>""RN"", ""color""=>""FF90FF""}, {""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>587, ""name""=>""Nucleus of Darkschewitsch"", ""abbreviation""=>""ND"", ""color""=>""FF90FF""}, {""id""=>591, ""name""=>""Central linear nucleus raphe"", ""abbreviation""=>""CLI"", ""color""=>""FFA6FF""}, {""id""=>634, ""name""=>""Nucleus of the posterior commissure"", ""abbreviation""=>""NPC"", ""color""=>""FF90FF""}, {""id""=>749, ""name""=>""Ventral tegmental area"", ""abbreviation""=>""VTA"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>975, ""name""=>""Edinger-Westphal nucleus"", ""abbreviation""=>""EW"", ""color""=>""FF90FF""}]",0.5601,21010,false,http://connectivity.brain-map.org/projection/experiment/272829745
114155923,378-1159,872,DR,Dorsal nucleus raphe,FFA6FF,C57BL/6J,"",M,"[9580, 3380, 5480]",0.675154,"[{""id""=>294, ""name""=>""Superior colliculus, motor related"", ""abbreviation""=>""SCm"", ""color""=>""FF90FF""}, {""id""=>795, ""name""=>""Periaqueductal gray"", ""abbreviation""=>""PAG"", ""color""=>""FF90FF""}, {""id""=>872, ""name""=>""Dorsal nucleus raphe"", ""abbreviation""=>""DR"", ""color""=>""FFA6FF""}]",0.5568,21010,false,http://connectivity.brain-map.org/projection/experiment/114155923
267928135,Ppp1r17-Cre_NL146-3886,194,LHA,Lateral hypothalamic area,F2483B,FVB/N-Crl:CD1(ICR),Ppp1r17-Cre_NL146,M,"[6190, 6010, 5920]",0.594121,"[{""id""=>88, ""name""=>""Anterior hypothalamic nucleus"", ""abbreviation""=>""AHN"", ""color""=>""FF4C3E""}, {""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>693, ""name""=>""Ventromedial hypothalamic nucleus"", ""abbreviation""=>""VMH"", ""color""=>""FF4C3E""}, {""id""=>796, ""name""=>""Dopaminergic A13 group"", ""abbreviation""=>""A13"", ""color""=>""F2483B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}, {""id""=>830, ""name""=>""Dorsomedial nucleus of the hypothalamus"", ""abbreviation""=>""DMH"", ""color""=>""FF5547""}]",0.5544,21010,false,http://connectivity.brain-map.org/projection/experiment/267928135
287769286,Rbp4-Cre_KL100-307,746,ORBvl,"Orbital area, ventrolateral part",248A5E,B6.Cg,Rbp4-Cre_KL100,F,"[2560, 3690, 6360]",0.296332,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>723, ""name""=>""Orbital area, lateral part"", ""abbreviation""=>""ORBl"", ""color""=>""248A5E""}, {""id""=>746, ""name""=>""Orbital area, ventrolateral part"", ""abbreviation""=>""ORBvl"", ""color""=>""248A5E""}]",0.5483,21010,false,http://connectivity.brain-map.org/projection/experiment/287769286
112372418,378-934,194,LHA,Lateral hypothalamic area,F2483B,C57BL/6J,"",M,"[6750, 5750, 6400]",0.260659,"[{""id""=>194, ""name""=>""Lateral hypothalamic area"", ""abbreviation""=>""LHA"", ""color""=>""F2483B""}, {""id""=>356, ""name""=>""Preparasubthalamic nucleus"", ""abbreviation""=>""PST"", ""color""=>""F2483B""}, {""id""=>797, ""name""=>""Zona incerta"", ""abbreviation""=>""ZI"", ""color""=>""F2483B""}]",0.5472,21010,false,http://connectivity.brain-map.org/projection/experiment/112372418
157556400,378-1614,44,ILA,Infralimbic area,59B363,C57BL/6J,"",M,"[3860, 3540, 5840]",0.129990,"[{""id""=>44, ""name""=>""Infralimbic area"", ""abbreviation""=>""ILA"", ""color""=>""59B363""}, {""id""=>597, ""name""=>""Taenia tecta, dorsal part"", ""abbreviation""=>""TTd"", ""color""=>""62D09F""}, {""id""=>814, ""name""=>""Dorsal peduncular area"", ""abbreviation""=>""DP"", ""color""=>""A4DAA4""}]",0.5454,21010,false,http://connectivity.brain-map.org/projection/experiment/157556400
127469566,378-1303,867,PB,Parabrachial nucleus,FFAE6F,C57BL/6J,"",M,"[10010, 3770, 6800]",0.247689,"[{""id""=>128, ""name""=>""Midbrain reticular nucleus"", ""abbreviation""=>""MRN"", ""color""=>""FF90FF""}, {""id""=>867, ""name""=>""Parabrachial nucleus"", ""abbreviation""=>""PB"", ""color""=>""FFAE6F""}, {""id""=>1052, ""name""=>""Pedunculopontine nucleus"", ""abbreviation""=>""PPN"", ""color""=>""FFA6FF""}]",0.5437,21010,false,http://connectivity.brain-map.org/projection/experiment/127469566
